"Thành Phố","Mã TP","Quận Huyện","Mã QH","Phường Xã","Mã PX"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Lệnh Khanh","08068"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Phụ Khánh","08071"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Liên Phương","08074"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Đan Thượng","08077"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Hiền Lương","08080"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Động Lâm","08083"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Lâm Lợi","08086"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Phương Viên","08089"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Gia Điền","08092"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Ấm Hạ","08095"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Quân Khê","08098"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Y Sơn","08101"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Hương Xạ","08104"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Cáo Điền","08107"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Xuân Áng","08110"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Yên Kỳ","08113"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Chuế Lưu","08116"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Minh Hạc","08119"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Lang Sơn","08122"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Bằng Giã","08125"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Yên Luật","08128"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Vô Tranh","08131"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Văn Lang","08134"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Chính Công","08137"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Minh Côi","08140"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Vĩnh Chân","08143"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Mai Tùng","08146"
"Phú Thọ","25","Huyện Hạ Hoà","231","Xã Vụ Cầu","08149"
"Phú Thọ","25","Huyện Thanh Ba","232","Thị trấn Thanh Ba","08152"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Thanh Vân","08155"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Vân Lĩnh","08156"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đông Lĩnh","08158"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đại An","08161"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Hanh Cù","08164"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Thái Ninh","08167"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đồng Xuân","08170"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Năng Yên","08173"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Yển Khê","08176"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Ninh Dân","08179"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Quảng Nạp","08182"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Vũ Yển","08185"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Yên Nội","08188"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Phương Lĩnh","08191"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Võ Lao","08194"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Khải Xuân","08197"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Mạn Lạn","08200"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Thanh Xá","08203"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Chí Tiên","08206"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đông Thành","08209"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Hoàng Cương","08212"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Sơn Cương","08215"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Thanh Hà","08218"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đỗ Sơn","08221"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Đỗ Xuyên","08224"
"Phú Thọ","25","Huyện Thanh Ba","232","Xã Lương Lỗ","08227"
"Phú Thọ","25","Huyện Phù Ninh","233","Thị trấn Phong Châu","08230"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Phú Mỹ","08233"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Lệ Mỹ","08234"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Liên Hoa","08236"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Trạm Thản","08239"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Trị Quận","08242"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Trung Giáp","08245"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Tiên Phú","08248"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Hạ Giáp","08251"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Bảo Thanh","08254"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Phú Lộc","08257"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Gia Thanh","08260"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Tiên Du","08263"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Phú Nham","08266"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Bình Bộ","08269"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã An Đạo","08272"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Tử Đà","08275"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Phù Ninh","08278"
"Phú Thọ","25","Huyện Phù Ninh","233","Xã Vĩnh Phú","08284"
"Phú Thọ","25","Huyện Yên Lập","234","Thị trấn Yên Lập","08290"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Mỹ Lung","08293"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Mỹ Lương","08296"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Lương Sơn","08299"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Xuân An","08302"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Xuân Viên","08305"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Xuân Thủy","08308"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Trung Sơn","08311"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Hưng Long","08314"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Nga Hoàng","08317"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Đồng Lạc","08320"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Thượng Long","08323"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Đồng Thịnh","08326"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Phúc Khánh","08329"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Minh Hòa","08332"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Ngọc Lập","08335"
"Phú Thọ","25","Huyện Yên Lập","234","Xã Ngọc Đồng","08338"
"Phú Thọ","25","Huyện Cẩm Khê","235","Thị trấn Sông Thao","08341"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tiên Lương","08344"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tuy Lộc","08347"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Ngô Xá","08350"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Phương Xá","08353"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Phượng Vĩ","08356"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Đồng Cam","08359"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Thụy Liễu","08362"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Phùng Xá","08365"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Sơn Nga","08368"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Sai Nga","08371"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tùng Khê","08374"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tam Sơn","08377"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Văn Bán","08380"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Cấp Dẫn","08383"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Thanh Nga","08386"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Xương Thịnh","08389"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Phú Khê","08392"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Sơn Tình","08395"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Yên Tập","08398"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Hương Lung","08401"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tạ Xá","08404"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Phú Lạc","08407"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Tình Cương","08410"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Chương Xá","08413"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Hiền Đa","08416"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Văn Khúc","08419"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Yên Dưỡng","08422"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Cát Trù","08425"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Điêu Lương","08428"
"Phú Thọ","25","Huyện Cẩm Khê","235","Xã Đồng Lương","08431"
"Phú Thọ","25","Huyện Tam Nông","236","Thị trấn Hưng Hoá","08434"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Vực Trường","08437"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Hiền Quan","08440"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Hương Nha","08443"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Thanh Uyên","08446"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Xuân Quang","08449"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Tứ Mỹ","08452"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Văn Lương","08455"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Hùng Đô","08458"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Phương Thịnh","08461"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Tam Cường","08464"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Cổ Tiết","08467"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Quang Húc","08470"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Hương Nộn","08473"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Tề Lễ","08476"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Thọ Văn","08479"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Dị Nậu","08482"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Hồng Đà","08485"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Dậu Dương","08488"
"Phú Thọ","25","Huyện Tam Nông","236","Xã Thượng Nông","08491"
"Phú Thọ","25","Huyện Lâm Thao","237","Thị trấn Lâm Thao","08494"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Tiên Kiên","08497"
"Phú Thọ","25","Huyện Lâm Thao","237","Thị trấn Hùng Sơn","08498"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Xuân Lũng","08500"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Xuân Huy","08509"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Thạch Sơn","08512"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Sơn Vi","08518"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Hợp Hải","08521"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Sơn Dương","08524"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Cao Xá","08527"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Kinh Kệ","08530"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Vĩnh Lại","08533"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Tứ Xã","08536"
"Phú Thọ","25","Huyện Lâm Thao","237","Xã Bản Nguyên","08539"
"Phú Thọ","25","Huyện Thanh Sơn","238","Thị trấn Thanh Sơn","08542"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Sơn Hùng","08563"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Địch Quả","08572"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Giáp Lai","08575"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Thục Luyện","08581"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Võ Miếu","08584"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Thạch Khoán","08587"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Cự Thắng","08602"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Tất Thắng","08605"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Văn Miếu","08611"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Cự Đồng","08614"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Thắng Sơn","08623"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Tân Minh","08629"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Hương Cần","08632"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Khả Cửu","08635"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Đông Cửu","08638"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Tân Lập","08641"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Yên Lãng","08644"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Yên Lương","08647"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Thượng Cửu","08650"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Lương Nha","08653"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Yên Sơn","08656"
"Phú Thọ","25","Huyện Thanh Sơn","238","Xã Tinh Nhuệ","08659"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Đào Xá","08662"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Thạch Đồng","08665"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Xuân Lộc","08668"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Tân Phương","08671"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Thị trấn Thanh Thủy","08674"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Sơn Thủy","08677"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Bảo Yên","08680"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Đoan Hạ","08683"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Đồng Luận","08686"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Hoàng Xá","08689"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Trung Thịnh","08692"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Trung Nghĩa","08695"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Phượng Mao","08698"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Yến Mao","08701"
"Phú Thọ","25","Huyện Thanh Thuỷ","239","Xã Tu Vũ","08704"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Thu Cúc","08545"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Thạch Kiệt","08548"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Thu Ngạc","08551"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Kiệt Sơn","08554"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Đồng Sơn","08557"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Lai Đồng","08560"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Tân Phú","08566"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Mỹ Thuận","08569"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Tân Sơn","08578"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Xuân Đài","08590"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Minh Đài","08593"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Văn Luông","08596"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Xuân Sơn","08599"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Long Cốc","08608"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Kim Thượng","08617"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Tam Thanh","08620"
"Phú Thọ","25","Huyện Tân Sơn","240","Xã Vinh Tiền","08626"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Tích Sơn","08707"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Liên Bảo","08710"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Hội Hợp","08713"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Đống Đa","08716"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Ngô Quyền","08719"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Đồng Tâm","08722"
"Vĩnh Phúc","26","Vĩnh Yên","243","Xã Định Trung","08725"
"Vĩnh Phúc","26","Vĩnh Yên","243","Phường Khai Quang","08728"
"Vĩnh Phúc","26","Vĩnh Yên","243","Xã Thanh Trù","08731"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Trưng Trắc","08734"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Hùng Vương","08737"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Trưng Nhị","08740"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Phúc Thắng","08743"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Xuân Hoà","08746"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Phường Đồng Xuân","08747"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Xã Ngọc Thanh","08749"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Xã Cao Minh","08752"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Xã Nam Viêm","08755"
"Vĩnh Phúc","26","Thị xã Phúc Yên","244","Xã Tiền Châu","08758"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Thị trấn Lập Thạch","08761"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Quang Sơn","08764"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Ngọc Mỹ","08767"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Hợp Lý","08770"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Bắc Bình","08785"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Thái Hòa","08788"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Thị trấn Hoa Sơn","08789"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Liễn Sơn","08791"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Xuân Hòa","08794"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Vân Trục","08797"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Liên Hòa","08812"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Tử Du","08815"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Bàn Giản","08833"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Xuân Lôi","08836"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Đồng Ích","08839"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Tiên Lữ","08842"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Văn Quán","08845"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Đình Chu","08857"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Triệu Đề","08863"
"Vĩnh Phúc","26","Huyện Lập Thạch","246","Xã Sơn Đông","08866"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Thị trấn Hợp Hòa","08869"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Hoàng Hoa","08872"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Đồng Tĩnh","08875"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Kim Long","08878"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Hướng Đạo","08881"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Đạo Tú","08884"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã An Hòa","08887"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Thanh Vân","08890"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Duy Phiên","08893"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Hoàng Đan","08896"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Hoàng Lâu","08899"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Vân Hội","08902"
"Vĩnh Phúc","26","Huyện Tam Dương","247","Xã Hợp Thịnh","08905"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Thị trấn Tam Đảo","08908"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Hợp Châu","08911"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Đạo Trù","08914"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Yên Dương","08917"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Bồ Lý","08920"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Đại Đình","08923"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Tam Quan","08926"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Hồ Sơn","08929"
"Vĩnh Phúc","26","Huyện Tam Đảo","248","Xã Minh Quang","08932"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Thị trấn Hương Canh","08935"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Thị trấn Gia Khánh","08936"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Trung Mỹ","08938"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Bá Hiến","08944"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Thiện Kế","08947"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Hương Sơn","08950"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Tam Hợp","08953"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Quất Lưu","08956"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Sơn Lôi","08959"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Đạo Đức","08962"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Tân Phong","08965"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Thị trấn Thanh Lãng","08968"
"Vĩnh Phúc","26","Huyện Bình Xuyên","249","Xã Phú Xuân","08971"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Thị trấn Yên Lạc","09025"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Đồng Cương","09028"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Đồng Văn","09031"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Bình Định","09034"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Trung Nguyên","09037"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Tề Lỗ","09040"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Tam Hồng","09043"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Yên Đồng","09046"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Văn Tiến","09049"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Nguyệt Đức","09052"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Yên Phương","09055"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Hồng Phương","09058"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Trung Kiên","09061"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Liên Châu","09064"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Đại Tự","09067"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Hồng Châu","09070"
"Vĩnh Phúc","26","Huyện Yên Lạc","251","Xã Trung Hà","09073"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Thị trấn Vĩnh Tường","09076"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Kim Xá","09079"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Yên Bình","09082"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Chấn Hưng","09085"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Nghĩa Hưng","09088"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Yên Lập","09091"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Việt Xuân","09094"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Bồ Sao","09097"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Đại Đồng","09100"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Tân Tiến","09103"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Lũng Hoà","09106"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Cao Đại","09109"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Thị Trấn Thổ Tang","09112"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Vĩnh Sơn","09115"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Bình Dương","09118"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Tân Cương","09121"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Phú Thịnh","09124"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Thượng Trưng","09127"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Vũ Di","09130"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Lý Nhân","09133"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Tuân Chính","09136"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Vân Xuân","09139"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Tam Phúc","09142"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Thị trấn Tứ Trưng","09145"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Ngũ Kiên","09148"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã An Tường","09151"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Vĩnh Thịnh","09154"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Phú Đa","09157"
"Vĩnh Phúc","26","Huyện Vĩnh Tường","252","Xã Vĩnh Ninh","09160"
"Vĩnh Phúc","26","Huyện Sông Lô","253","Xã Lãng Công","08773"
"Vĩnh Phúc","26","Huyện Sông Lô","253","Xã Quang Yên","08776"
